id,type,profit,carbon,energy,failedP,inferences,time,numIntents,size,rate,limit
1,longest_carbon,10.236271103872351,0.019206208030621907,1.0136290134698602,0,172099,0.047984,5,100,0.3,normal
1,longest_freeHW,10.29849150529991,0.37733345386464656,0.9174651605748602,0,171376,0.048016,5,100,0.3,normal
1,longest_random,10.229760506403808,0.5258766455613626,0.9953592510004419,0,112498,0.040075,5,100,0.3,normal
1,longest_profit,10.450006603120677,0.25151960273464585,0.8139601537767043,0,172023,0.048092,5,100,0.3,normal
1,hungriest_carbon,10.237412679688006,0.0256198694139423,1.0165243548565293,0,171486,0.049094,5,100,0.3,normal
1,hungriest_random,10.10775020963437,0.29280494698247606,0.9833899828455925,0,112786,0.0401,5,100,0.3,normal
1,hungriest_freeHW,10.294486843869668,0.37072713704140464,0.9081302874991215,0,170414,0.048444,5,100,0.3,normal
1,random_balanced,10.43215886043421,0.06378928274039566,0.8746542199472951,0,185286,0.051888,5,100,0.3,normal
1,hungriest_balanced,10.43090734410762,0.056890244519758174,0.875701459359041,0,170284,0.048528,5,100,0.3,normal
1,random_profit,10.449626282347,0.29091052443314497,0.81402467718623,0,186910,0.051735,5,100,0.3,normal
1,hungriest_profit,10.449705889175,0.2851431882894902,0.8155737064134997,0,170987,0.048622,5,100,0.3,normal
1,longest_balanced,10.423701348677326,0.0667747815723032,0.8787317570036922,0,171655,0.048684,5,100,0.3,normal
1,random_carbon,10.228278526063617,0.028081927964349843,1.0350394370064675,0,189388,0.052679,5,100,0.3,normal
1,random_random,10.266461864787141,0.41771870522038484,0.9275336318992478,0,96534,0.036623,5,100,0.3,normal
1,random_freeHW,10.271095954782933,0.33384272295878953,0.9570084249059678,0,187961,0.051777,5,100,0.3,normal
1,MILP,10.450006603120677,0.24999960273464583,0.8107601537767043,0,0,9.143926,5,100,0.3,normal
2,longest_profit,10.44980239199798,0.25078670427034094,0.8199444942886951,0,172259,0.048226,5,100,0.3,normal
2,longest_freeHW,10.322923023076251,0.3997616314192569,0.9272872259050579,0,171380,0.04818,5,100,0.3,normal
2,hungriest_balanced,10.435827031054117,0.056616759370919166,0.8592292472807882,0,170258,0.048285,5,100,0.3,normal
2,random_balanced,10.43952215098332,0.057519378105267575,0.8465615392168402,0,188082,0.051721,5,100,0.3,normal
2,longest_carbon,10.236271103872351,0.021866208030621902,1.0192290134698603,0,171957,0.048735,5,100,0.3,normal
2,longest_random,10.142303491474621,0.2611648781757004,1.0050076340633582,0,112551,0.040859,5,100,0.3,normal
2,longest_balanced,10.437900137793095,0.05513607831468049,0.852825567346325,0,171433,0.04857,5,100,0.3,normal
2,hungriest_profit,10.449464453517184,0.27761189936556363,0.8231169281161774,0,171143,0.049597,5,100,0.3,normal
2,hungriest_freeHW,10.328333817880893,0.397505068065422,0.9134576622953176,0,170418,0.048945,5,100,0.3,normal
2,random_profit,10.449299599168121,0.2673600018548631,0.8346497117633019,0,186628,0.052224,5,100,0.3,normal
2,random_carbon,10.23879686056102,0.028673938337116907,1.0243611008882754,0,188500,0.0527,5,100,0.3,normal
2,hungriest_carbon,10.237412679688006,0.0271398694139423,1.0197243548565293,0,171519,0.049747,5,100,0.3,normal
2,random_random,10.204429162046106,0.31799564021223287,0.93330347622836,0,96478,0.0377,5,100,0.3,normal
2,hungriest_random,10.205813516808348,0.3487316165284227,0.9738954156274761,0,112908,0.040284,5,100,0.3,normal
2,random_freeHW,10.316458497534953,0.3971420994370589,0.923636875154388,0,188136,0.051951,5,100,0.3,normal
2,MILP,10.449547950422389,0.22027503565349982,0.8272074474377215,0,0,8.898964,5,100,0.3,normal
3,longest_balanced,10.430740799415375,0.0468349046937493,0.8836831461002589,0,171290,0.04786,5,100,0.3,normal
3,hungriest_carbon,10.239465875236792,0.027865570286662637,1.03455168355012,0,171782,0.048713,5,100,0.3,normal
3,longest_profit,10.449453912429798,0.23351173479281326,0.823882234365499,0,172363,0.048786,5,100,0.3,normal
3,longest_carbon,10.236271103872351,0.019206208030621907,1.0136290134698602,0,172105,0.048554,5,100,0.3,normal
3,random_random,10.232035592450075,0.5492869631879537,1.0355419964512576,0,97463,0.036825,5,100,0.3,normal
3,longest_random,10.22867592345063,0.5765325359527543,1.042640897066901,0,112578,0.040597,5,100,0.3,normal
3,random_freeHW,10.271523562347104,0.398255068615887,0.9095738994151812,0,188303,0.052184,5,100,0.3,normal
3,random_balanced,10.440199339275187,0.061765696933487976,0.8400934710919772,0,186522,0.051434,5,100,0.3,normal
3,longest_freeHW,10.292715064834182,0.3762287165951503,0.9206893070771117,0,171362,0.048786,5,100,0.3,normal
3,hungriest_freeHW,10.289478124852485,0.37003331194396,0.9105114924712332,0,170400,0.048983,5,100,0.3,normal
3,hungriest_profit,10.449045905495328,0.23113840537885263,0.8278525956244192,0,171357,0.048755,5,100,0.3,normal
3,hungriest_balanced,10.434129354635935,0.05396429641338453,0.8651718968774897,0,170226,0.049213,5,100,0.3,normal
3,hungriest_random,10.142013449307592,0.19615820662186598,0.9607513613327313,0,112823,0.040052,5,100,0.3,normal
3,random_profit,10.449265788942618,0.2507468859636851,0.8167884907757552,0,188629,0.051659,5,100,0.3,normal
3,random_carbon,10.236271103872351,0.019206208030621907,1.0136290134698602,0,190696,0.051791,5,100,0.3,normal
3,MILP,10.449453912429796,0.23503173479281322,0.827082234365499,0,0,9.007145,5,100,0.3,normal
4,longest_profit,10.449266210997894,0.31541684084838845,0.8279739337710196,0,172499,0.04822,5,100,0.3,normal
4,longest_carbon,10.234875761862005,0.019573699205170634,1.0131209803452337,0,172090,0.047958,5,100,0.3,normal
4,longest_random,10.336573319191412,0.3066428847662617,0.8985335249293116,0,112948,0.03979,5,100,0.3,normal
4,hungriest_carbon,10.246847127891705,0.027339868571165566,1.0150727467860035,0,171094,0.048786,5,100,0.3,normal
4,longest_balanced,10.426905149323098,0.06215315860450003,0.8804626128605084,0,171335,0.048008,5,100,0.3,normal
4,hungriest_balanced,10.432623986794612,0.05993132508921663,0.8667486963763071,0,170302,0.048171,5,100,0.3,normal
4,random_freeHW,10.285637837779,0.39385814097986993,0.8998890246861355,0,189788,0.052226,5,100,0.3,normal
4,hungriest_profit,10.448561035360404,0.34916950414527326,0.8211880639165241,0,171052,0.04906,5,100,0.3,normal
4,hungriest_freeHW,10.238675085080288,0.3703729913470625,0.9240196639612273,0,170432,0.048637,5,100,0.3,normal
4,longest_freeHW,10.256458532938037,0.3794031412339368,0.9226154211244336,0,171394,0.048069,5,100,0.3,normal
4,random_carbon,10.227886805733508,0.027712240249141484,1.0322166096557253,0,187742,0.052186,5,100,0.3,normal
4,random_balanced,10.422939564342801,0.048488006857695935,0.9091250744454398,0,185675,0.051745,5,100,0.3,normal
4,hungriest_random,10.105438621994315,0.35371993704421695,1.000092307872286,0,112824,0.040225,5,100,0.3,normal
4,random_random,10.261546945538747,0.3222967261336079,0.9878298544434546,0,96673,0.036984,5,100,0.3,normal
4,random_profit,10.44908058201469,0.28759840004650883,0.8286097203115337,0,187587,0.052202,5,100,0.3,normal
4,MILP,10.449232436525683,0.27577210812660313,0.8346701666541791,0,0,8.902115,5,100,0.3,normal
5,longest_profit,10.449508029592895,0.25026566271331985,0.824554926893172,0,172327,0.048387,5,100,0.3,normal
5,longest_balanced,10.42557440168826,0.04550409496163857,0.8871153760158523,0,171565,0.04812,5,100,0.3,normal
5,longest_carbon,10.177630445261071,0.027834799630908204,1.0263957693238766,0,172938,0.048996,5,100,0.3,normal
5,longest_random,10.226667600732576,0.2374281295674074,0.9882358409095445,0,112956,0.040259,5,100,0.3,normal
5,hungriest_freeHW,10.258606192740679,0.29481607423170886,0.9805519400126919,0,170600,0.04851,5,100,0.3,normal
5,longest_freeHW,10.268891612199614,0.32166169623040847,0.9776858038168668,0,171546,0.048111,5,100,0.3,normal
5,hungriest_balanced,10.426251589980128,0.05013041378985897,0.8814473078909895,0,170578,0.048834,5,100,0.3,normal
5,hungriest_profit,10.449289790838108,0.25733629134290953,0.8261416102800179,0,171031,0.049481,5,100,0.3,normal
5,random_balanced,10.426790934510253,0.051455297464429686,0.8854853136031942,0,188564,0.051898,5,100,0.3,normal
5,hungriest_random,10.18830675858315,0.4067728343975242,0.9633968523719795,0,112827,0.040651,5,100,0.3,normal
5,random_freeHW,10.292260233342624,0.29418447473986203,0.9389353528883544,0,186637,0.05305,5,100,0.3,normal
5,hungriest_carbon,10.118379314926647,0.02589083386201808,1.0396297109363373,0,172338,0.048561,5,100,0.3,normal
5,random_carbon,10.168101245904879,0.0321696660893895,1.0343883582378346,0,188502,0.052173,5,100,0.3,normal
5,random_random,10.251201939594946,0.559301524048422,1.0350033328247124,0,97092,0.036776,5,100,0.3,normal
5,random_profit,10.448895111255926,0.2650852742831913,0.8290074214255352,0,186597,0.052322,5,100,0.3,normal
5,MILP,10.449417005758939,0.266297901912171,0.8292046802998108,0,0,7.725807,5,100,0.3,normal
6,longest_profit,10.449595779560816,0.1879210934463407,0.8219509552179582,0,172405,0.048336,5,100,0.3,normal
6,longest_balanced,10.42557440168826,0.04550409496163857,0.8871153760158523,0,171567,0.048613,5,100,0.3,normal
6,hungriest_carbon,10.241421332413564,0.025690760490301154,1.0175834965630277,0,171665,0.048748,5,100,0.3,normal
6,longest_random,10.207792567840714,0.2878890126852437,0.9405655066857589,0,112521,0.040467,5,100,0.3,normal
6,longest_freeHW,10.319957766334044,0.2813360367202784,0.9485079199406894,0,171402,0.04805,5,100,0.3,normal
6,longest_carbon,10.23827543023513,0.019241653568801333,1.0141585843231096,0,172194,0.048565,5,100,0.3,normal
6,hungriest_profit,10.449264252822449,0.19551345647536925,0.8244409186381692,0,171284,0.049537,5,100,0.3,normal
6,hungriest_random,10.298959687679659,0.4356726823346836,1.0017270837884351,0,112832,0.040412,5,100,0.3,normal
6,hungriest_balanced,10.426251589980128,0.05013041378985897,0.8814473078909895,0,170580,0.048349,5,100,0.3,normal
6,random_profit,10.449545703911973,0.18983006680129544,0.8194011736815876,0,189386,0.052223,5,100,0.3,normal
6,random_freeHW,10.340014074059281,0.2715507359051342,0.9441410486818225,0,187349,0.051533,5,100,0.3,normal
6,hungriest_freeHW,10.315794766417078,0.2879253826322768,0.942337496340352,0,170456,0.048174,5,100,0.3,normal
6,random_balanced,10.437981781809931,0.055979385591513095,0.8539747808651942,0,188958,0.052515,5,100,0.3,normal
6,random_carbon,10.23879686056102,0.028673938337116907,1.0243611008882754,0,187551,0.051583,5,100,0.3,normal
6,random_random,10.322452025088777,0.4261569686034895,0.9777426280675416,0,96983,0.036635,5,100,0.3,normal
6,MILP,10.449709503906018,0.19186378669727638,0.8174886175495767,0,0,8.456377,5,100,0.3,normal
7,longest_freeHW,10.29849150529991,0.37733345386464656,0.9174651605748602,0,171382,0.047929,5,100,0.3,normal
7,longest_balanced,10.42557440168826,0.04550409496163857,0.8871153760158523,0,171565,0.048298,5,100,0.3,normal
7,longest_profit,10.449814178314417,0.2118684588783159,0.820259538198449,0,172088,0.04842,5,100,0.3,normal
7,hungriest_carbon,10.24081234806113,0.024147823777572998,1.0151619588344052,0,171518,0.048717,5,100,0.3,normal
7,random_random,10.304983042075003,0.5079966309335276,0.9705628078136038,0,96360,0.036682,5,100,0.3,normal
7,random_freeHW,10.271051390166921,0.2913516569914889,0.9149232479757738,0,185742,0.052159,5,100,0.3,normal
7,longest_carbon,10.237666445882699,0.022258716856073175,1.0213370465944867,0,171912,0.048595,5,100,0.3,normal
7,longest_random,10.254646346528393,0.26773139837525634,0.9508401705882378,0,112807,0.040689,5,100,0.3,normal
7,hungriest_balanced,10.426251589980128,0.05013041378985897,0.8814473078909895,0,170578,0.048626,5,100,0.3,normal
7,hungriest_freeHW,10.294486843869668,0.37072713704140464,0.9081302874991215,0,170420,0.048726,5,100,0.3,normal
7,hungriest_random,10.255810300895265,0.3746129699088111,0.9656157407541591,0,112665,0.04084,5,100,0.3,normal
7,hungriest_profit,10.449705889175,0.2851431882894902,0.8155737064134997,0,170993,0.049138,5,100,0.3,normal
7,random_balanced,10.438330688979061,0.06545129609462885,0.8571415030141638,0,186915,0.051905,5,100,0.3,normal
7,random_profit,10.449814178314416,0.21034845887831588,0.8170595381984489,0,189074,0.052357,5,100,0.3,normal
7,random_carbon,10.231025417031429,0.021678751224911398,1.0223085257269688,0,187646,0.051934,5,100,0.3,normal
7,MILP,10.449814178314416,0.21300845887831585,0.8226595381984488,0,0,8.675421,5,100,0.3,normal
8,longest_profit,10.449814178314417,0.2118684588783159,0.820259538198449,0,172086,0.048012,5,100,0.3,normal
8,longest_carbon,10.240099453596041,0.01919658637494734,1.0128627140373523,0,171994,0.047934,5,100,0.3,normal
8,longest_balanced,10.42557440168826,0.04550409496163857,0.8871153760158523,0,171567,0.04797,5,100,0.3,normal
8,hungriest_profit,10.44964193318695,0.2721346081801872,0.8168584135014496,0,171086,0.04856,5,100,0.3,normal
8,longest_random,10.129667253017166,0.17212099596250588,0.9989614396324039,0,112617,0.040061,5,100,0.3,normal
8,random_random,10.229971790622633,0.4647269276908374,0.9875433233556953,0,96508,0.037106,5,100,0.3,normal
8,random_profit,10.449641933186946,0.2713746081801872,0.8152584135014496,0,187618,0.051996,5,100,0.3,normal
8,random_freeHW,10.242962545165494,0.32909071525334077,0.9328286377224282,0,186239,0.051627,5,100,0.3,normal
8,longest_freeHW,10.309913261463521,0.36593248405715995,0.921548115998392,0,171503,0.04825,5,100,0.3,normal
8,hungriest_carbon,10.251443583812918,0.025590510532487953,1.0141861196339783,0,171325,0.048753,5,100,0.3,normal
8,hungriest_random,10.26330176397271,0.22663765570940203,0.9423776981171904,0,112914,0.040073,5,100,0.3,normal
8,random_balanced,10.440199339275187,0.061765696933487976,0.8400934710919772,0,185968,0.051747,5,100,0.3,normal
8,random_carbon,10.220849335718851,0.029678994310642463,1.030860231965897,0,189792,0.052243,5,100,0.3,normal
8,hungriest_freeHW,10.304730586890047,0.3475540871753429,0.9089100407151751,0,170398,0.048372,5,100,0.3,normal
8,hungriest_balanced,10.425098215885052,0.05164540145067199,0.8879227389722143,0,170387,0.048344,5,100,0.3,normal
8,MILP,10.449901928712276,0.23607493055360637,0.8207892331278319,0,0,9.132586,5,100,0.3,normal
9,longest_balanced,10.42520474114847,0.04443622427954652,0.8740068587521996,0,171839,0.048096,5,100,0.3,normal
9,longest_freeHW,10.305469251924208,0.34558937734725037,0.9224827196333959,0,171268,0.048289,5,100,0.3,normal
9,longest_profit,10.448767499522898,0.32707038841509395,0.8178471641419824,0,172322,0.048129,5,100,0.3,normal
9,random_random,10.195563918093871,0.32092426472964886,0.9200078615973147,0,97147,0.036557,5,100,0.3,normal
9,longest_carbon,10.319963943103096,0.024478370567559794,0.9787286495713488,0,172610,0.048958,5,100,0.3,normal
9,hungriest_carbon,10.28933847399961,0.023751325708060808,0.9733425680621288,0,171692,0.048993,5,100,0.3,normal
9,longest_random,10.290588685348093,0.3252447470284326,0.9719181410343763,0,112618,0.04032,5,100,0.3,normal
9,random_profit,10.448710862846738,0.26079690742478,0.8134390449258766,0,186288,0.052192,5,100,0.3,normal
9,random_freeHW,10.242341676921138,0.2896590002504519,0.9354345947420033,0,185046,0.051544,5,100,0.3,normal
9,hungriest_random,10.233679146271317,0.5098625785324689,0.9728918978285054,0,112817,0.040032,5,100,0.3,normal
9,hungriest_profit,10.448974618202556,0.3072468013330471,0.8018074075991422,0,171561,0.048961,5,100,0.3,normal
9,random_carbon,10.309670809316025,0.021485533499980402,0.9689314561111901,0,188865,0.052274,5,100,0.3,normal
9,random_balanced,10.42649870045978,0.06179484118744977,0.8800143442720243,0,188397,0.052617,5,100,0.3,normal
9,hungriest_balanced,10.42794775446553,0.049576122857541705,0.8630649622836,0,170661,0.048789,5,100,0.3,normal
9,hungriest_freeHW,10.30543069724607,0.3341739437889062,0.9127358505747017,0,170434,0.048985,5,100,0.3,normal
9,MILP,10.449205487860663,0.28719600207006984,0.813038800756303,0,0,8.713741,5,100,0.3,normal
10,longest_carbon,10.242649455948122,0.020858938240440633,0.9957374467601922,0,172582,0.048267,5,100,0.3,normal
